time,groupName,eventName,duration,eventURL,rsvpLimit,yesRSVPCount,city
2017-05-18T18:00:00-07:00,San Francisco Bay Area Big Data and Scalable Systems,"Druid: A High Performance, Column-Oriented, Distributed Data Store",0s,https://www.meetup.com/San-Francisco-Bay-Area-Big-Data-and-Scalable-Systems/events/238477886/,0,72,SF
2017-05-18T18:30:00-07:00,Write/Speak/Code SF & Bay Area,Write/Speak/Code: Self-Care and Microaggressions at work,2h0m0s,https://www.meetup.com/WriteSpeakCode-SFBay/events/238609065/,0,9,SF
2017-05-18T18:30:00-07:00,Bay Area IoT Security Meetup,Bay Area IoT Security Meetup - May 2017,2h30m0s,https://www.meetup.com/Bay-Area-IoT-Security-Meetup/events/239471729/,0,14,SF
2017-05-19T09:00:00-07:00,Makers Artists Crafters  & Hackers - Contra Costa Makerspace,Maker Faire Bay Area,56h0m0s,https://www.meetup.com/East-Bay-Hackers-Contra-Costa-County-Hackerspace/events/238347594/,0,3,SF
2017-05-19T18:00:00-07:00,"Pitch Globally & Network with Startups,VC's,Techies,Mentors",Pitch Globally Sharktank Style at Pivotal Labs SF,3h30m0s,https://www.meetup.com/pitchgloballySF/events/239403803/,0,56,SF
2017-05-19T18:00:00-07:00,"Vision Architecture® Smart Cities, Smart Data & IoT Meetups","Metropolis: May 19: Millennials and New Government Order, Xform Public Service",2h0m0s,https://www.meetup.com/Vision-Architecture-Smart-Cities-Smart-Data-IoT-Meetups/events/236533374/,0,5,SF
2017-05-19T18:00:00-07:00,Startups-Business-Intelligence,Live Sharks Tank® Episode 47 startup expo & VIP after Party,3h0m0s,https://www.meetup.com/Future-BI/events/239473575/,0,411,SF
2017-05-19T18:00:00-07:00,SF Bay Crowdfunders,Live Sharks Tank® episode 47 startup expo & VIP-party,3h0m0s,https://www.meetup.com/sfbaycrowdfunders/events/239319915/,0,410,SF
2017-05-20T09:00:00-07:00,Advanced Spark and TensorFlow Meetup,[Workshop] Intro to Deep Learning with Python (Keras/Tensorflow) [Discount],32h0m0s,https://www.meetup.com/Advanced-Spark-and-TensorFlow-Meetup/events/239133934/,0,12,SF
2017-05-23T08:00:00-07:00,Bay Area Hackathons,Cisco DevNet IoT Hackathon,23h0m0s,https://www.meetup.com/Hackathons/events/238858551/,0,20,SF
2017-05-23T18:30:00-07:00,Ember.js San Francisco,May 2017 Meetup,0s,https://www.meetup.com/Ember-SF/events/237197949/,200,62,SF
2017-05-24T09:30:00-07:00,The Future of IoT Meetup,Artificial Intelligence and IoT: Making Things Smarter,45m0s,https://www.meetup.com/The-Future-of-IoT-Meetup/events/238938638/,0,9,SF
2017-05-24T18:00:00-07:00,Code for San Francisco - Civic Hack Night,Weekly Civic Hack Night,3h30m0s,https://www.meetup.com/Code-for-San-Francisco-Civic-Hack-Night/events/238967524/,0,3,SF
2017-05-24T19:00:00-07:00,The San Francisco WordPress Meetup,WPSFO Dev Meetup at Pantheon -Topic to be determined,0s,https://www.meetup.com/wordpress-sf/events/237670845/,0,4,SF
2017-05-24T19:00:00-07:00,Ace Monster Toys,Welding 101,3h0m0s,https://www.meetup.com/Ace-Monster-Toys/events/238296713/,6,6,SF
2017-05-25T12:00:00-07:00,San Francisco NS1 Meetup,The Dawn of the DDoS Age,1h30m0s,https://www.meetup.com/ns1-sf/events/239191603/,0,14,SF
2017-05-25T18:00:00-07:00,BayGeo,Society for Conservation GIS Meeting,0s,https://www.meetup.com/baygeo/events/239339974/,30,3,SF
2017-05-25T18:00:00-07:00,productmind,Product Marketers; Can we join forces and deliver awesome products?,0s,https://www.meetup.com/productmind/events/238858881/,20,10,SF
2017-05-25T18:00:00-07:00,Snowflake Meetup - Bay Area,Analytics in the Cloud: Unity and Hotel Tonight (rescheduled),2h0m0s,https://www.meetup.com/Snowflake-Meetup-Bay-Area/events/239213179/,0,30,SF
2017-05-25T18:30:00-07:00,SF Video Technology,Monthly Video Meetup,0s,https://www.meetup.com/SF-Video-Technology/events/236633044/,50,11,SF
2017-05-25T19:00:00-07:00,Noisebridge Hackerspace,Laser Safety Training,1h30m0s,https://www.meetup.com/noisebridge/events/238805988/,6,3,SF
2017-05-30T18:00:00-07:00,The San Francisco Android User Group,May Event (TBD) at Yelp,2h15m0s,https://www.meetup.com/sfandroid/events/238274853/,250,28,SF
2017-05-31T08:00:00-07:00,Virtual IoT,Smarter Internet of Things with Stream and Event Processing,0s,https://www.meetup.com/Virtual-IoT/events/238648625/,0,98,SF
2017-05-31T09:00:00-07:00,San Francisco CoreOS Meetup,CoreOS Fest 2017,37h0m0s,https://www.meetup.com/coreos/events/239216168/,0,22,SF
2017-05-31T09:00:00-07:00,Seattle CoreOS Meetup,CoreOS Fest 2017,37h0m0s,https://www.meetup.com/Seattle-CoreOS-Meetup/events/239216128/,0,3,SF
2017-05-31T06:00:00-07:00,New York City CoreOS Meetup,CoreOS Fest 2017,37h0m0s,https://www.meetup.com/coreos-nyc/events/239216085/,0,5,SF
2017-05-31T18:00:00-07:00,Code for San Francisco - Civic Hack Night,Weekly Civic Hack Night,3h30m0s,https://www.meetup.com/Code-for-San-Francisco-Civic-Hack-Night/events/238967527/,0,3,SF
2017-05-31T18:00:00-07:00,Bay Area ServiceNow Developer Meetup,ServiceNow Developer Spring Meetup,0s,https://www.meetup.com/Bay-Area-ServiceNow-Developer-Meetup/events/238281739/,0,10,SF
2017-05-31T18:30:00-07:00,ChickTech Bay Area,Interviewing with a Recruiter in Tech: What It Means and How to Prepare,2h30m0s,https://www.meetup.com/ChickTech-BayArea/events/239289919/,0,6,SF
2017-06-01T18:00:00-07:00,Advanced Spark and TensorFlow Meetup,"Reinforcement Learning Tensorflow DeepMind Sonnet AlphaGo, OpenAI Universe, RL4J",3h0m0s,https://www.meetup.com/Advanced-Spark-and-TensorFlow-Meetup/events/236307439/,0,133,SF
2017-06-01T18:30:00-07:00,SFNode,June SFNode at OpenTable,2h30m0s,https://www.meetup.com/sfnode/events/231626003/,160,16,SF
2017-06-01T18:30:00-07:00,Bay Area Microsoft Business Intelligence User Group,Delivering Real-Time Power BI Dashboards,0s,https://www.meetup.com/San-Francisco-Bay-Area-Microsoft-BI-User-Group/events/238610513/,0,10,SF
2017-06-03T09:00:00-07:00,Advanced Spark and TensorFlow Meetup,[Workshop] Advanced Deep Learning with Python & Tensorflow [Discount],32h0m0s,https://www.meetup.com/Advanced-Spark-and-TensorFlow-Meetup/events/239134353/,0,8,SF
2017-06-05T18:00:00-07:00,Bay Area Spark Meetup,Pre-Spark Summit Bay Area Apache Spark Meetup @  Moscone Center SF,3h0m0s,https://www.meetup.com/spark-users/events/239467755/,450,91,SF
2017-06-06T08:30:00-07:00,BayGeo,SF Bay Area GIS Users Group Quarterly Meeting,3h30m0s,https://www.meetup.com/baygeo/events/236775803/,100,7,SF
2017-06-06T17:00:00-07:00,The Developer Network (SF/SV),iOS Monthly Meetup,0s,https://www.meetup.com/developer-network/events/238979933/,0,4,SF
2017-06-06T17:15:00-07:00,The Developer Network (SF/SV),Developer + Entrepreneur Mixer and Happy Hour,0s,https://www.meetup.com/developer-network/events/237750208/,0,5,SF
2017-06-07T09:30:00-07:00,The Future of IoT Meetup,IoT Webinar - ARTIK Cloud: The Power of Cloud Connectors,1h0m0s,https://www.meetup.com/The-Future-of-IoT-Meetup/events/238565320/,0,4,SF
2017-06-07T18:00:00-07:00,Code for San Francisco - Civic Hack Night,Weekly Civic Hack Night,3h30m0s,https://www.meetup.com/Code-for-San-Francisco-Civic-Hack-Night/events/238967588/,0,3,SF
2017-06-07T19:00:00-07:00,Association of C/C++ Users - San Francisco Bay Area,"Berkeley: Informal Discussion, Panel or Presentation",1h30m0s,https://www.meetup.com/ACCU-Bay-Area/events/239048854/,0,4,SF
2017-06-08T17:30:00-07:00,The Developer Network (SF/SV),Demo Night @ Apple WWDC,0s,https://www.meetup.com/developer-network/events/239432196/,0,12,SF
2017-06-10T08:00:00-07:00,Seattle Data Engineering,Machine Learning for SETI Hackathon and Coding Challenge,34h30m0s,https://www.meetup.com/Seattle-Data-Engineering/events/239020024/,0,3,SF
2017-06-10T09:00:00-07:00,Advanced Spark and TensorFlow Meetup,[Online Global] Distributed Tensorflow AI + GPU + Model Optimizing Serving (20%),4h0m0s,https://www.meetup.com/Advanced-Spark-and-TensorFlow-Meetup/events/239430967/,0,21,SF
2017-06-13T18:00:00-07:00,San Francisco Bay Area Big Data and Scalable Systems,Downtime is not an option - How Apache Mesos - DC/OS keeps apps running ,0s,https://www.meetup.com/San-Francisco-Bay-Area-Big-Data-and-Scalable-Systems/events/238629620/,0,32,SF
2017-06-13T19:00:00-07:00,#MonitorSF,UX Design and Education for Effective Monitoring Tools,0s,https://www.meetup.com/MonitorSF/events/237745203/,0,37,SF
2017-06-14T18:00:00-07:00,Code for San Francisco - Civic Hack Night,Weekly Civic Hack Night,3h30m0s,https://www.meetup.com/Code-for-San-Francisco-Civic-Hack-Night/events/238967591/,0,3,SF
2017-06-16T18:00:00-07:00,"Vision Architecture® Smart Cities, Smart Data & IoT Meetups","Metropolis: Jun. 16: Sustainability, EcoBlocks, Circular & Sharing Economies",2h0m0s,https://www.meetup.com/Vision-Architecture-Smart-Cities-Smart-Data-IoT-Meetups/events/236533442/,0,5,SF
2017-06-17T08:00:00-07:00,San Francisco Graph Database Meetup,Graph Day SF,10h0m0s,https://www.meetup.com/san-francisco-graph-database/events/237330332/,0,4,SF
2017-06-17T05:00:00-07:00,NY Graph Meetup,Graph Day SF (San Francisco),12h0m0s,https://www.meetup.com/nygraph/events/237500703/,0,3,SF
2017-06-17T09:00:00-07:00,Advanced Spark and TensorFlow Meetup,"[Workshop] Reinforcement Learning with Python, Tensorflow and OpenAI [Discount]",32h0m0s,https://www.meetup.com/Advanced-Spark-and-TensorFlow-Meetup/events/239134495/,0,19,SF
2017-06-20T12:00:00-07:00,East Bay Start Ups + Techies,Girls in Tech Catalyst Conference 2017,53h0m0s,https://www.meetup.com/East-Bay-Start-Ups-Techies/events/238136689/,0,8,SF
2017-06-20T18:30:00-07:00,Maptime SF / Oakland,MapTime SF/OAK--a safe place for mapping!,0s,https://www.meetup.com/Maptime-SF/events/238253364/,25,4,SF
2017-06-20T18:30:00-07:00,Women Who Code East Bay,Programming and Web Dev Study Group,2h15m0s,https://www.meetup.com/Women-Who-Code-East-Bay/events/237579503/,15,7,SF
2017-06-21T18:00:00-07:00,Cloud Native Apps - SF,Serverless in a Cloud-Native world,0s,https://www.meetup.com/Cloud-Native-Apps-SF/events/239396915/,0,26,SF
2017-06-21T18:00:00-07:00,Code for San Francisco - Civic Hack Night,Weekly Civic Hack Night,3h30m0s,https://www.meetup.com/Code-for-San-Francisco-Civic-Hack-Night/events/238967596/,0,3,SF
2017-06-21T18:30:00-07:00,GoSF,"[Save the Date]  GoSF - Wed, June 21st",2h0m0s,https://www.meetup.com/golangsf/events/238749138/,300,201,SF
2017-06-22T18:30:00-07:00,Write/Speak/Code SF & Bay Area,Write/Speak/Code: Open Source Hours,2h0m0s,https://www.meetup.com/WriteSpeakCode-SFBay/events/238609564/,0,12,SF
2017-06-27T18:00:00-07:00,The San Francisco Android User Group,Android OS: Thoughts about the future of computing (from Google),2h15m0s,https://www.meetup.com/sfandroid/events/238582266/,250,35,SF
2017-06-28T18:00:00-07:00,Code for San Francisco - Civic Hack Night,Weekly Civic Hack Night,3h30m0s,https://www.meetup.com/Code-for-San-Francisco-Civic-Hack-Night/events/238967598/,0,3,SF
2017-06-29T18:00:00-07:00,productmind,"UX Designers; building a fruitful, harmonious relationship with Design",0s,https://www.meetup.com/productmind/events/238867672/,0,3,SF
2017-06-29T18:30:00-07:00,SF Video Technology,Monthly Video Meetup,0s,https://www.meetup.com/SF-Video-Technology/events/237129967/,50,6,SF
2017-07-05T19:00:00-07:00,Association of C/C++ Users - San Francisco Bay Area,"Berkeley: Informal Discussion, Panel or Presentation",1h30m0s,https://www.meetup.com/ACCU-Bay-Area/events/239463648/,0,4,SF
2017-07-06T18:30:00-07:00,SFNode,July SFNode,2h30m0s,https://www.meetup.com/sfnode/events/236830366/,160,11,SF
2017-07-13T12:00:00-07:00,San Francisco NS1 Meetup,Troubleshooting the Scientific Way,1h30m0s,https://www.meetup.com/ns1-sf/events/239191695/,0,11,SF
2017-07-13T18:30:00-07:00,The future of payments,Kill Bill Birthday #6 Celebration,0s,https://www.meetup.com/The-future-of-payments/events/238245628/,80,17,SF
2017-07-18T18:30:00-07:00,Maptime SF / Oakland,MapTime SF/OAK--a safe place for mapping!,0s,https://www.meetup.com/Maptime-SF/events/239301448/,35,3,SF
2017-07-18T18:30:00-07:00,Women Who Code East Bay,Programming and Web Dev Study Group,2h15m0s,https://www.meetup.com/Women-Who-Code-East-Bay/events/237229582/,15,6,SF
2017-07-20T18:30:00-07:00,Write/Speak/Code SF & Bay Area,Write/Speak/Code: Let's Write About It,0s,https://www.meetup.com/WriteSpeakCode-SFBay/events/239058699/,0,5,SF
2017-07-21T18:00:00-07:00,"Vision Architecture® Smart Cities, Smart Data & IoT Meetups","Metropolis: Jul. 21: Civic Hacking, Co-Creating Elegant Data, Open City Platform",2h0m0s,https://www.meetup.com/Vision-Architecture-Smart-Cities-Smart-Data-IoT-Meetups/events/236533501/,0,5,SF
2017-07-25T18:30:00-07:00,Ember.js San Francisco,July 2017 Meetup,0s,https://www.meetup.com/Ember-SF/events/237198095/,200,9,SF
2017-07-27T18:30:00-07:00,SF Video Technology,Monthly Video Meetup,0s,https://www.meetup.com/SF-Video-Technology/events/237129969/,50,6,SF
2017-08-03T18:30:00-07:00,SFNode,August SFNode,2h30m0s,https://www.meetup.com/sfnode/events/238294539/,160,3,SF
2017-08-10T12:00:00-07:00,San Francisco NS1 Meetup,How the DNS Really Works,1h30m0s,https://www.meetup.com/ns1-sf/events/239191751/,0,13,SF
2017-08-15T18:30:00-07:00,Women Who Code East Bay,Programming and Web Dev Study Group,2h15m0s,https://www.meetup.com/Women-Who-Code-East-Bay/events/237625471/,15,3,SF
2017-08-16T18:00:00-07:00,San Francisco Bay Area Big Data and Scalable Systems,Distributed Java 8 Streams with Hazelcast JET,0s,https://www.meetup.com/San-Francisco-Bay-Area-Big-Data-and-Scalable-Systems/events/238661359/,0,24,SF
2017-08-18T18:00:00-07:00,"Vision Architecture® Smart Cities, Smart Data & IoT Meetups",Metropolis: Aug. 18: Climate Change Stewardship & Technology at Port of Oakland,2h0m0s,https://www.meetup.com/Vision-Architecture-Smart-Cities-Smart-Data-IoT-Meetups/events/236533637/,0,5,SF
2017-08-31T18:30:00-07:00,SF Video Technology,Monthly Video Meetup,0s,https://www.meetup.com/SF-Video-Technology/events/237129972/,50,4,SF
2017-09-07T13:00:00-07:00,Advanced Spark and TensorFlow Meetup,High-Performance Tensorflow in Production: Optimize and Deploy Tensorflow Models,3h0m0s,https://www.meetup.com/Advanced-Spark-and-TensorFlow-Meetup/events/238960695/,0,41,SF
2017-09-07T18:30:00-07:00,SFNode,September SFNode at Blend Labs,2h30m0s,https://www.meetup.com/sfnode/events/236882655/,250,5,SF
2017-09-14T18:00:00-07:00,San Francisco Bay Area Big Data and Scalable Systems,"Spark, Mesos, Akka, Cassandra, Kafka Laying down the SMACK on your datapipelines",0s,https://www.meetup.com/San-Francisco-Bay-Area-Big-Data-and-Scalable-Systems/events/238629855/,0,57,SF
2017-09-15T18:00:00-07:00,"Vision Architecture® Smart Cities, Smart Data & IoT Meetups","Metropolis: Sep. 15: Situational Intelligence, Array of Things, Navigation",2h0m0s,https://www.meetup.com/Vision-Architecture-Smart-Cities-Smart-Data-IoT-Meetups/events/236533687/,0,5,SF
2017-09-19T18:30:00-07:00,Ember.js San Francisco,September 2017 Meetup,0s,https://www.meetup.com/Ember-SF/events/237198122/,200,4,SF
2017-09-19T18:30:00-07:00,Women Who Code East Bay,Programming and Web Dev Study Group,2h15m0s,https://www.meetup.com/Women-Who-Code-East-Bay/events/237625480/,15,4,SF
2017-10-05T18:30:00-07:00,SFNode,October SFNode,2h30m0s,https://www.meetup.com/sfnode/events/238294609/,160,6,SF
2017-10-17T18:30:00-07:00,Women Who Code East Bay,Programming and Web Dev Study Group,2h15m0s,https://www.meetup.com/Women-Who-Code-East-Bay/events/237625488/,15,3,SF
2017-10-20T18:00:00-07:00,"Vision Architecture® Smart Cities, Smart Data & IoT Meetups","Metropolis: Oct. 20: Energy Platforms, Smart Grids, Infrastructure and IIoT",2h0m0s,https://www.meetup.com/Vision-Architecture-Smart-Cities-Smart-Data-IoT-Meetups/events/236533702/,0,5,SF
2017-11-17T18:00:00-08:00,"Vision Architecture® Smart Cities, Smart Data & IoT Meetups",Metropolis: Nov. 17: Passion & Purpose of Diverse Metropolitan Networks,2h0m0s,https://www.meetup.com/Vision-Architecture-Smart-Cities-Smart-Data-IoT-Meetups/events/236533713/,0,4,SF
2017-11-21T18:30:00-08:00,Women Who Code East Bay,Programming and Web Dev Study Group,2h15m0s,https://www.meetup.com/Women-Who-Code-East-Bay/events/237625496/,15,3,SF
2017-11-28T18:30:00-08:00,Ember.js San Francisco,November 2017 Meetup,0s,https://www.meetup.com/Ember-SF/events/237198152/,200,4,SF
2017-12-15T18:00:00-08:00,"Vision Architecture® Smart Cities, Smart Data & IoT Meetups",Metropolis: Dec. 15: Unveiling 2017’s Co-created Bay Area Metropolis,2h0m0s,https://www.meetup.com/Vision-Architecture-Smart-Cities-Smart-Data-IoT-Meetups/events/236533724/,0,4,SF
2017-12-19T18:30:00-08:00,Women Who Code East Bay,Programming and Web Dev Study Group,2h15m0s,https://www.meetup.com/Women-Who-Code-East-Bay/events/237625503/,15,3,SF
2017-12-31T19:00:00-08:00,Advanced Spark and TensorFlow Meetup (SF East Bay),Please Join the Global Advanced Spark + TensorFlow Meetup for All Future Events!,0s,https://www.meetup.com/Advanced-Spark-and-TensorFlow-Meetup-SF-East-Bay/events/236965698/,0,20,SF
2018-01-16T18:30:00-08:00,Women Who Code East Bay,Programming and Web Dev Study Group,2h15m0s,https://www.meetup.com/Women-Who-Code-East-Bay/events/237625510/,15,3,SF
2018-02-08T18:00:00-08:00,Advanced Spark and TensorFlow Meetup,"TensorFlow NLP Options:  word2Vec, gloVe, RNN/LSTM, SyntaxNet, and Penn Treebank",3h0m0s,https://www.meetup.com/Advanced-Spark-and-TensorFlow-Meetup/events/233979387/,0,91,SF
2017-04-25T11:00:00-07:00,London OpenStack Meetup,The April London Openstack Meetup,0s,https://www.meetup.com/Openstack-London/events/238584164/,0,132,UK
2017-04-25T11:00:00-07:00,JS Monthly,JS Monthly April 2017,3h0m0s,https://www.meetup.com/js-monthly/events/239142034/,0,105,UK
2017-04-25T11:30:00-07:00,Bucks & Berks Cloud User Group,Cloud Chat Meet up #6,0s,https://www.meetup.com/BucksBerksCloud/events/238621351/,0,7,UK
2017-04-26T08:00:00-07:00,TensorFlow London,ONLINE WEBINAR: Text Prediction Using Recurrent Neural Networks with TensorFlow,1h0m0s,https://www.meetup.com/TensorFlow-London/events/239153994/,1,1,UK
2017-04-26T08:00:00-07:00,OpenAI London,ONLINE WEBINAR: Text Prediction Using Recurrent Neural Networks with TensorFlow,1h0m0s,https://www.meetup.com/OpenAI-London/events/239153987/,1,1,UK
2017-04-26T10:00:00-07:00,CiviCRM - London meetup group,CiviCRM meetup in April,0s,https://www.meetup.com/CiviCRM-Official-London-meetup/events/238768293/,0,3,UK
2017-04-26T10:00:00-07:00,Vaadin London Group,Vaadin meetup @ BlackRock - April 26,2h30m0s,https://www.meetup.com/Vaadin-London-Group/events/239359012/,0,7,UK
2017-04-26T10:00:00-07:00,Women of Wearables,Women & Wearable Tech - Link to FREE ticket in description,3h0m0s,https://www.meetup.com/Women-of-Wearables/events/238488178/,0,36,UK
2017-04-26T10:00:00-07:00,Big Data Developers in London,Cloud Foundry / Bluemix Ecosystem Meetup,0s,https://www.meetup.com/Big-Data-Analytics-in-London/events/239363190/,0,24,UK
2017-04-26T10:00:00-07:00,Romanian IT - London,2nd Romanian IT meetup London,3h0m0s,https://www.meetup.com/Romanianit-London/events/238856579/,100,37,UK
2017-04-26T10:00:00-07:00,"Big Data (Next Gen Hadoop) Ingest & Transform, London",Intro to Big Data AppHub: Kinesis to S3 & S3 to HDFS Sync App Templates,2h0m0s,https://www.meetup.com/Big-Data-Next-Gen-Hadoop-Ingest-Transform-London/events/239364305/,0,6,UK
2017-04-26T10:00:00-07:00,Data Science Festival - London,Data Science Festival Day 3 - Tech talks at The Telegraph,0s,https://www.meetup.com/Data-Science-Festival-London/events/238491516/,0,154,UK
2017-04-26T10:00:00-07:00,"Next Gen Native Hadoop Big Data Apex Users Group, London",Intro to Big Data AppHub: Kinesis to S3 & S3 to HDFS Sync App Templates,2h0m0s,https://www.meetup.com/Apex-Users-Group-London/events/239364304/,0,5,UK
2017-04-26T10:30:00-07:00,Web of Things,Industry Insights and Unique Perspectives from Women in IoT,2h30m0s,https://www.meetup.com/webofthings-uk/events/237614841/,0,38,UK
2017-04-26T10:30:00-07:00,London Node.js User Group,LNUG #62 - April 2017,3h0m0s,https://www.meetup.com/london-nodejs/events/235185234/,175,170,UK
2017-04-26T10:30:00-07:00,DataKind UK,Creating unbiased algorithms in a biased society,0s,https://www.meetup.com/DataKind-UK/events/238622766/,300,292,UK
2017-04-26T10:30:00-07:00,Neo4j - London User Group,"Graphs for water networks, company metadata, and recipe ontologies",1h30m0s,https://www.meetup.com/graphdb-london/events/238856794/,0,59,UK
2017-04-26T10:30:00-07:00,UK Cloud Infrastructure User Group,Cloud Security: Moving your Infrastructure to the Cloud with Azure & Office 365,0s,https://www.meetup.com/UK-Cloud-Infrastructure-User-Group/events/238953809/,0,32,UK
2017-04-26T10:30:00-07:00,Dataiku London Meetup Group,Machine Learning for Retail: Predict Your Customers' Next Purchase,0s,https://www.meetup.com/Dataiku-London-Meetup-Group/events/238794803/,0,71,UK
2017-04-26T10:30:00-07:00,Imperial Enterprise Lab: Next Practice,Data-driven entrepreneurship: Opportunities in advanced analytics,0s,https://www.meetup.com/nextpractice/events/239079796/,0,16,UK
2017-04-26T10:30:00-07:00,Data Science Festival - London,Data Science Festival Day 3 - Advanced Analytics for Retail,0s,https://www.meetup.com/Data-Science-Festival-London/events/238977702/,0,91,UK
2017-04-26T10:30:00-07:00,London NATS Cloud Native User Group,Online meetup - How Choria Improves the Operability of MCollective using NATS,1h0m0s,https://www.meetup.com/London-NATS-Cloud-Native-User-Group/events/239110569/,0,2,UK
2017-04-26T11:00:00-07:00,Drupal West London,Chiswick (Turnham Green) meetup | Drupal West London,3h0m0s,https://www.meetup.com/Drupal-West-London/events/239165670/,0,3,UK
2017-04-26T11:00:00-07:00,London VueJS Meetup,London Vue.js #5 - April 26th at Sainsbury's,0s,https://www.meetup.com/London-Vue-js-Meetup/events/238612626/,115,98,UK
2017-04-27T01:00:00-07:00,OpenSource & Agile Community Events,Fast Track to F# with Tomas Petricek & Phil Trelford - 27 - 28th April 2017,32h0m0s,https://www.meetup.com/skillsmatter/events/236839703/,20,4,UK
2017-04-27T01:30:00-07:00,Azure for DevOps,Azure For DevOps,4h30m0s,https://www.meetup.com/Azure-for-DevOps/events/239127320/,20,13,UK
2017-04-27T10:00:00-07:00,London Artificial Intelligence & Deep Learning,Machine Learning Use Case w/ Stack Ensembles,1h30m0s,https://www.meetup.com/London-Artificial-Intelligence-Deep-Learning/events/237916522/,0,290,UK
2017-04-27T10:00:00-07:00,IOActive's HACK::SOHO,HACK::SOHO - April Edition,0s,https://www.meetup.com/IOActives-HACK-SOHO/events/239153467/,0,9,UK
2017-04-27T10:00:00-07:00,Data Science Festival - London,(BALLOT TICKET) Data Science Festival Day 4-Autonomous driving and Big Data,0s,https://www.meetup.com/Data-Science-Festival-London/events/238983950/,0,75,UK
2017-04-27T10:00:00-07:00,Data Science Festival - London,Data Science Festival Day 4–Data and Technology: Disrupting Clinical Trials,3h0m0s,https://www.meetup.com/Data-Science-Festival-London/events/238619897/,0,74,UK
2017-04-27T10:00:00-07:00,Get-PSUGUK London,April Meetup @ Ticketmaster,0s,https://www.meetup.com/Get-PSUGUK-London/events/238612948/,0,47,UK
2017-04-27T10:30:00-07:00,All Hands on DevOps,All Hands on DevOps #8 - Thursday 27th of April.,0s,https://www.meetup.com/AHODevOps/events/238492115/,250,103,UK
2017-04-27T11:00:00-07:00,Ember London,Ember London April 2017 Project Night,0s,https://www.meetup.com/London-Emberjs-User-Group/events/237900428/,20,6,UK
2017-04-28T01:00:00-07:00,#GenerationE - Tech & Entrepreneurship Conference,#Generation-E - Tech & Entrepreneurship Conference,0s,https://www.meetup.com/GenerationE/events/239134600/,0,15,UK
2017-04-28T10:00:00-07:00,Data Science Festival - London,"DSF Day 5 - I went to work as an SQL programmer, and left as a hostage.",4h30m0s,https://www.meetup.com/Data-Science-Festival-London/events/239100847/,0,52,UK
2017-04-28T10:30:00-07:00,Coding Hour London - After work drinks for developers,"Auriens Hackathon -In with the old, out with the new",0s,https://www.meetup.com/Coding-Hour-London-After-work-drinks-for-developers/events/238406288/,0,4,UK
2017-04-28T10:30:00-07:00,HTML5 CodeShow London,"Auriens Hackathon - In with the old, out with the new",0s,https://www.meetup.com/HTML5-CodeShow/events/238406225/,0,7,UK
2017-04-28T10:30:00-07:00,Hackathons and Jams UK,"Auriens Hackathon: In with the old, out with the new",48h30m0s,https://www.meetup.com/UK-Hackathons-and-Jams/events/238406373/,0,15,UK
2017-04-29T01:00:00-07:00,Data Science Festival - London,Data Science Festival Mainstage Day,8h0m0s,https://www.meetup.com/Data-Science-Festival-London/events/237959852/,0,220,UK
2017-04-29T02:00:00-07:00,Hackathons and Jams UK,NASA Space Apps Challenge,31h0m0s,https://www.meetup.com/UK-Hackathons-and-Jams/events/239286597/,0,33,UK
2017-04-29T02:30:00-07:00,Hackathons and Jams UK,Realities Centre VR Game Jam,31h30m0s,https://www.meetup.com/UK-Hackathons-and-Jams/events/239352762/,0,9,UK
2017-04-29T06:00:00-07:00,London Algorithmic Trading,"QuantCon Livestream - PAID EVENT, RSVP Link in Description",9h30m0s,https://www.meetup.com/London-Algorithmic-Trading/events/237527213/,0,7,UK
2017-05-01T10:00:00-07:00,London Web,Co-Founder Dating & #SpeedPitch (May 2017),0s,https://www.meetup.com/londonweb/events/237849388/,10,10,UK
2017-05-02T10:00:00-07:00,Amazon Appstore Developers UK,Promote Your App and Get Featured on the Appstore,0s,https://www.meetup.com/amazonappdev/events/238314819/,0,87,UK
2017-05-02T10:30:00-07:00,JavaScript London,"Workshop: Introduction to ReactJS, ""Thinking in React""",2h30m0s,https://www.meetup.com/JavaScript-London/events/238951714/,30,30,UK
2017-05-02T10:30:00-07:00,Opensource Graph Technologies,Opensource Graph Technologies: Applications Built with Graphs,2h0m0s,https://www.meetup.com/graphs/events/238564100/,0,104,UK
2017-05-02T10:30:00-07:00,Rust London User Group,London Rust meetup #13,0s,https://www.meetup.com/Rust-London-User-Group/events/239406097/,0,53,UK
2017-05-03T10:30:00-07:00,Technopreneurs - Tech Startups and Entrepreneurs,Tech Startups and New Ideas Night,2h45m0s,https://www.meetup.com/technopreneurs/events/235425797/,0,41,UK
2017-05-03T10:30:00-07:00,London μServices (Microservices) User Group,"Runtimes, Part 1.",0s,https://www.meetup.com/London-Microservices-User-Group/events/233609908/,250,39,UK
2017-05-03T10:30:00-07:00,CrateDB London User Group,CrateDB User Group Kick Off,0s,https://www.meetup.com/CrateDB-London-User-Group/events/239269618/,0,14,UK
2017-05-03T10:30:00-07:00,#LNM - London Node.JS Meetup,Node and AMP #LNM,0s,https://www.meetup.com/LNM-London-Node-JS-Meetup/events/239130476/,150,102,UK
2017-05-03T11:00:00-07:00,Serverless London,Serverless London May Meetup,2h0m0s,https://www.meetup.com/Serverless-London/events/238992509/,130,130,UK
